text,true_label,pred_label
Dont let studying stress you out. L8r.,ham,ham
Ok that's great thanx a lot.,ham,ham
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",ham,ham
Good Morning plz call me sir..I want to talk to u�something urgent�,ham,ham
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,ham,ham
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham,ham
"Hi Chikku, send some nice msgs",ham,ham
Take some small dose tablet for fever,ham,ham
"Jan is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",ham,ham
"That's very rude, you on campus?",ham,ham
Hey u still at the gym?,ham,ham
Don know..he is watching film in computer..,ham,ham
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,ham,ham
Hey I am really want to chat  text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,ham
Thinking of u ;) x,ham,ham
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham,ham
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham,ham
aathi..where are you dear..i AM WAITING FOR u,ham,ham
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,smishing,ham
Otherwise had part time job na-tuition..,ham,ham
What happen to her tell the truth,ham,ham
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,ham
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ham,ham
I cant wait to see you! How were the photos were useful? :),ham,ham
Daddy will take good care of you :),ham,ham
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,ham
"Nah, Wednesday. When should I bring the mini cheetos bag over?",ham,ham
It's ok lar. U sleep early too... Nite...,ham,ham
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,ham,ham
UR Mobile Number Won 2Crores 35Lakh Rupees In Chevrolet Motors Award 2015 For Claim Send Name Phone Number Address  Age To�Email:chevmotorlondon@hotmail.com,smishing,ham
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham,ham
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,ham,ham
So that takes away some money worries,ham,ham
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,spam,ham
Yeah imma come over cause jay wants to do some drugs,ham,ham
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",spam,ham
K..k:)how much does it cost?,ham,ham
Are you coming to day for class.,ham,ham
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham,ham
Thank you princess! I want to see your nice juicy booty...,ham,ham
"Doing nothing, then u not having dinner w us?",ham,ham
Tiwary to rcb.battle between bang and kochi.,ham,ham
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,ham,ham
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,ham,ham
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",ham,ham
Sac needs to carry on:),ham,ham
She ran off with a younger man. we will make pretty babies together :),ham,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple,ham,ham
But i haf enuff space got like 4 mb...,ham,ham
Where are the garage keys? They aren't on the bookshelf,ham,ham
Detroit. The home of snow. Enjoy it.,ham,ham
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",ham,ham
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",ham,ham
Does uncle timi help in clearing cars,ham,ham
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,smishing,ham
Ok I'm gonna head up to usf in like fifteen minutes,ham,ham
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit",ham,ham
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham,ham
Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,ham,ham
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham,ham
Bloomberg -Message center +447797706008 Why wait? Apply for your future http://careers. bloomberg.com,spam,ham
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham,ham
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",ham,ham
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham,ham
U WILL SWITCH YOUR FONE ON DAMMIT!!,ham,ham
Er mw im filled tuth is aight,ham,ham
"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",ham,ham
Good Morning plz call me sir..I have an urgent work..,ham,ham
I pocked you up there before,ham,ham
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",spam,ham
Unni thank you dear for the recharge..Rakhesh,ham,ham
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,ham,ham
"Yes, my reg is  Ciao!",ham,ham
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam,ham
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,smishing,ham
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham,ham
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",ham,ham
"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",ham,ham
Have you finished work yet? :),ham,ham
SORRY IM STIL  AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham,ham
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,spam,ham
I love you both too :-),ham,ham
Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,smishing,ham
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham,ham
This weekend is fine (an excuse not to do too much decorating),ham,ham
Please call our customer service representative on FREEPHONE 0808 145 4744 between 9am-11pm as you have WON a guaranteed £3000 cash or £7000 prize!,smishing,ham
At what time are you coming.,ham,ham
No..he joined today itself.,ham,ham
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,ham,ham
At 4. Let's go to bill millers,ham,ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,ham
I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,ham,ham
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham,ham
"K I'm leaving soon, be there a little after 9",ham,ham
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",ham,ham
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,ham
Cheers for the card ... Is it that time of year already?,ham,ham
"Nope. Since ayo travelled, he has forgotten his guy",ham,ham
"You are happy...You skype, you take pictures, you sleep, you want to go out. But you don�t mind what I want..",ham,ham
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,ham,ham
Huh so fast... Dat means u havent finished painting?,ham,ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552.,smishing,ham
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,ham,ham
There the size of elephant tablets & u shove um up ur ass!!,ham,ham
Can ü all decide faster cos my sis going home liao..,ham,ham
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",spam,ham
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,ham,ham
"I think your mentor is , but not 100 percent sure.",ham,ham
I'm in class. Did you get my text.,ham,ham
"Princess, is your kitty shaved or natural?",ham,ham
Beerage?,ham,ham
"Loan  INR5,00,000 - 7,50,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669",smishing,ham
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",ham,ham
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",ham,ham
"idc get over here, you are not weaseling your way out of this shit twice in a row",ham,ham
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",smishing,ham
No message..no responce..what happend? Is everything fine?,ham,ham
What class of  &lt;#&gt;  reunion?,ham,ham
"Dear relieved of westonzoyland, all going to plan this end too!",ham,ham
You do what all you like,ham,ham
Ugh. Gotta drive back to sd from la. My butt is sore.,ham,ham
Its not that time of the month nor mid of the time?,ham,ham
Thought praps you meant another one. Goodo! I'll look tomorrow,ham,ham
I dled 3d its very imp,ham,ham
Aight ill get on fb in a couple minutes,ham,ham
K.:)you are the only girl waiting in reception ah?,ham,ham
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,ham,ham
"not that I know of, most people up here are still out of town",ham,ham
We have pizza if u want,ham,ham
I cant pick the phone right now. Pls send a message,ham,ham
"She was supposed to be but couldn't make it, she's still in town though",ham,ham
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,ham,ham
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",spam,ham
"Sorry, I can't help you on this. I am sorry�",ham,ham
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",smishing,ham
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs app",smishing,ham
Its worse if if uses half way then stops. Its better for him to complete it.,ham,ham
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,ham,ham
Sen told that he is going to join his uncle finance in cbe,ham,ham
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18call 08718728876",smishing,ham
"Watching cartoon, listening music ; at evening had to go temple.. What about u?",ham,ham
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",ham,ham
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,spam,ham
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,smishing,ham
Ranjith cal drpd,ham,ham
"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",smishing,ham
And now electricity just went out fml.,ham,ham
08714712388 between 10am-7pm Cost 10p,spam,ham
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,ham,ham
Jus finish bathing...,ham,ham
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham,ham
You can jot down things you want to remember later.,ham,ham
Que pases un buen tiempo or something like that,ham,ham
Do u knw dis no. &lt;#&gt; ?,ham,ham
Small problem in auction:)punj now asking tiwary,ham,ham
K I'll be sure to get up before noon and see what's what,ham,ham
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,ham,ham
Cramps stopped. Going back to sleep,ham,ham
India have to take lead:),ham,ham
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham,ham
Check audrey's status right now,ham,ham
K:)k:)good:)study well.,ham,ham
70 mins but i had to stop somewhere first.,ham,ham
Hhahhaahahah rofl wtf nig was leonardo in your room or something,ham,ham
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ham,ham
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",ham,ham
What time you thinkin of goin?,ham,ham
